,1%,2.5%,5%,25%,50%,75%,95%,97.5%,99%
T11_12,351,358,364,406,419,459,486,496,523
T10_11,0,0,1,4,10,20,48,54,60
T9_10,0,0,1,4,11,25,48,55,62
T8_9,0,0,1,5,12,25,49,56,63
T7_8,31,60,94,211,292,359,441,461,486
T6_7,1416,1614,1691,1836,1938,2040,2186,2229,2279
T5_6,1,3,6,31,72,133,251,300,356
T4_5,1,3,6,32,72,132,256,308,367
T3_4,43,65,89,233,411,638,963,1052,1156
T2_3,5,15,28,144,322,551,860,935,1002
T1_2,295,362,405,564,739,960,1272,1358,1436
